Non-Grammar,Full
"NNS NNP NNP VBD NN NN NNP . NNP . , NNP VBD CD . CD CD NN CD CD . CD CD NN CD . ","NNS NNP NNP TO VB PRP$ NN NN IN DT NNP . NNP . , NNP VBD TO CD . CD CD NNS IN CD IN CD . CD CD NNS IN CD . "
"NNP , RB JJ NN NN , VBD NNS VBD JJ JJ NN , NN MD VB VB JJ NN NN IN CD CD NNS NN IN CD NNS . ","NNP , WP VBZ RB JJ NN NN , VBD NNS VBD VBN IN DT JJ JJ NN , CC DT NN MD VB TO VB DT JJ NN NN TO IN CD CD NN DT NN IN DT JJ CD NNS . "
"`` PRP$ NN NNS CD NNS NNP NN , CD CD NN ( JJ NN ) NN CD NN NN NNS VBD JJ JJ NN . ","`` PRP$ NN NNS IN CD NNS NNP NN , CD CD NN IN ( JJ NN ) NN CC CD NN NN IN NNS DT VBD TO VB JJ JJ DT NN . "
"CC JJ VBG RBR VBN , `` VBD . ","CC RB DT NN VBZ VBG RBR IN PRP VBD , `` PRP VBD . "
"NNP NN NNS VBD NNP NNP POS NNS VBD CD JJ CD . CD CD NNS RB CD NNS NN , NNS VBD CD . CD JJ CD . CD CD NNS . ","NNP NN NNS VBD NNP NNP POS NN NNS VBD CD NNS TO CD . CD CD NNS IN DT JJ CD NNS IN DT NN , IN NNS VBD RB CD . CD NN TO CD . CD CD NNS . "
NNP VBD VBG NNP NNP POS JJ NN NN CD . CD CD NN CD CD NN NN NN CD JJ . ,NNP VBD DT NN IN NNP NNP POS NN JJ NN TO DT NN IN CD . CD CD NNS IN CD IN DT CD NN NN NN IN CD VBD RB JJ . 
DT NN VBD NN VB JJ NN JJ NN RB NN . ,DT NN VBD DT NN TO VB PRP$ JJ NN JJ NN IN DT JJ NN . 
"NNP NNP POS JJ NN , VBD CD . CD CD NN CD CD . CD CD CD , RB IN JJS NNP . ","NNP NNP POS NN JJ NN , WDT VBD TO CD . CD CD NNS IN CD IN CD . CD CD IN CD , VBZ RB IN DT JJS IN NNP . "
"`` DT JJ NN JJ NN CD JJ NNS NN : JJ NN JJ VBG JJ JJ NN , `` NNP VBD . ","`` DT JJ NN IN PRP$ JJ NN VBZ VBN CD IN DT JJ NNS IN PRP$ NN : JJ NN VBD DT JJ NN NN IN DT JJ NN , `` NNP VBD . "
"NNP VBD NN VBD VB JJ JJ NN NN POS NNP CD NN CD , CD NN CD . ","NNP VBD PRP$ NN VBD TO VB DT NN IN JJ NN TO DT NN POS JJ NNP TO IN CD NNS IN CD , IN IN CD NNS IN CD . "
"`` DT NN , RB , VBP NN VBG NN NN JJ NN NN , `` VBD . ","`` DT NN , RB , VBZ RB VB TO VB VBG DT NN IN VBG DT JJ NN NN , `` PRP VBD . "
"NNP VBD JJ NN NN MD VB NN JJ NN NN NNP POS JJ NN NNS , RB NNP NNPS . ","NNP VBD DT JJ NN IN DT NN MD VB NN CC NN TO VB NN IN NNP POS NN JJ NN NNS , RB DT NNP NNPS . "
"`` PRP VBP JJ VB NN , VBG NNS VBP NN NN JJ NN , `` NNP VBD . ","`` PRP VBP DT NN IN PRP VBP TO VB PRP$ NN , CC PRP VBP VBG NNS TO VB DT NN IN DT NN IN DT JJ NN , `` NNP VBD . "
"NNP CC NNP NNP NNP NNP NNP NNP NNP POS JJ NN NN NNP NNP CC NN : NNP . NNP NNP VBD NN VBD JJ NNS VBP NN NN NN NNP , NNP , VBP JJ NN NN . ","NNP CC NNP NNP NNP NNP NNP NNP NNP POS JJ JJ NN NN NNP NNP CC NN : NNP . NNP NNP VBD IN DT NN PRP VBD VBN IN JJ NNS TO VB DT NN IN VBG DT NN IN NNP , NNP , TO VB DT NN IN NN IN NN . "
"DT JJ NN MD VB VBN CD JJ JJ NN MD VB JJ JJ NN NN ( NNP ) JJ NNS JJ RB , VBD . ","DT JJ NN MD VB DT JJ CD NN JJ NN CC MD VB JJ JJ NN NN ( NNP ) IN JJ NNS JJ RB , PRP VBD . "
"DT NNS VBP NNP NNP , NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP NNP NNP , NNP , NNP . NNP . ","DT NNS IN DT NN VBP NNP NNP , NNP NNP NNP , NNP NNP NNP CC NNP NNP NNP NNP NNP NNP , IN NNP , NNP . NNP . "
"DT NNP NN JJ JJ NNS NN , NN NN NN JJ NN NN NNS VBD VBG VBG NNP NNP NN , NN VBD . ","DT NNP NN VBD JJ IN IN DT JJ NNS NN , DT NN TO NN NN CC DT JJ NN CC NN NNS VBN IN VBG IN DT VBG NNP NNP NN , DT NN VBD . "
"DT NNS MD VB NN NN VBG CD , CD NNS IN NN NNP , JJ NN VB JJ JJ NN . ","DT NNS MD VB IN DT NN IN DT NN VBG CD , CD NNS IN NN IN NNP , DT NN NN WDT MD VB JJ JJ NN . "
"JJS NNP MD VB NNP NNPS NN NNS VBP VBN NN NNS , NN VBD . ","JJS IN DT NNP MD VB VBN IN DT NNP NNPS WRB NN NNS IN NN VBP VBG VBN IN IN NN NNS , DT NN VBD . "
"JJ NN NNS RB CD NNS JJ NNP . NNP . NNP NN VBD JJ NN NNP CD , NN JJ NN NNP , VBD . ","JJ NN NNS VBP RB CD NNS RB JJ IN DT NNP . NNP . NNP CC NN VBZ VBN IN JJ NN IN NNP IN CD , WDT MD VB DT JJ NN IN NNP , PRP VBD . "
"NNP POS NNP NNP , WP$ NN JJ NN CD CD NN , JJ NN NNP . ","NNP POS JJ NNP NNP , WP$ NN JJ NN VBD IN CD CD NN , VBZ JJ NN IN NNP . "
PRP JJ NN NNP NN NNP NNP . ,PRP VBZ DT JJ NN IN DT NNP NN IN NNP NNP . 
"DT NNP , NNP NN MD VB VB RB RB CD , NN VBD . ","DT NNP , NNP NN MD VB VBN TO VB IN NN IN JJ CD , DT NN VBD . "
"NNP NNP NNP NNP NNP CD NNP NNP : NNP NNP CC NN : NNP NNP NNP NNP NNP VBD NN VBG NN CD . CD JJ JJ NN NNP NNP POS CC NN : NNP . NNP NNP CC NN : NNP NNP NNP NNP NNP NN , VBD NN . ","NNP NNP NNP NNP NNP CD NNP NNP : NNP NNP CC NN : NNP NNP NNP NNP NNP VBD DT NN PRP VBZ VBG MD VB CD . CD NN NN IN DT NN IN NNP NNP POS NN CC NN : NNP . NNP NNP CC NN : NNP NNP NNP NNP NNP NN , VBD NN . "
NNP NNP NNP VB NN NN . ,NNP CC NNP NNP VBD RB VB DT NN NN . 
"NNP NNP VBP CD JJ NN , CC NN : NNP NNPS NNP NNP VBD CD NN CC NN : NNP NNP NNP VBD CD NN , VBD NN . ","NNP NNP MD VB CD NN IN DT NN , IN CC NN : NNP NNPS NNP NNP MD VB CD NN CC CC NN : NNP NNP NNP VBD CD NN , PRP VBD IN DT NN . "
"IN VBN , NNP NNP VBZ CD NNS JJ NNP VBG VBD CD , CD NNS JJ NN . ","IN VBN , NNP NNP VBZ CD NNS IN JJ NNP VBG DT JJ CD , CD NNS IN NN DT NN . "
PRP RB VBZ JJ NN NN . ,PRP RB VBZ DT JJ NN NN . 
"JJ NNP NNP NNP NNP DT NN NNS VBD JJ JJ JJ NN VBD JJ NN CD CD , CD NN JJ NN VBD NNS NN , NNP JJ NN VBD . ","JJ NNP NNP NNP NNP DT NN IN NNS VBN IN DT JJ JJ JJ NN VBD IN DT JJ NN IN CD IN DT CD , CD NN IN JJ NN VBD RB DT NNS NN , DT NNP JJ NN VBD . "
DT NNP NN VBD JJ NN NN IN JJ NNP JJ NN NN NNS VBP NNS . ,DT NNP NN VBD DT JJ NN IN DT NN IN JJ NNP VBD VBN DT JJ NN IN DT NN IN NNS TO VB IN NNS . 
PRP VBD JJ NN NN NNS VBN NN NNS NN . ,PRP VBD TO DT JJ NN IN DT NN IN NNS VBN IN IN DT NN NNS NN . 
"NNP NNS VBG NN NNS RB VBN VBN JJ NNS , NNS NNP RB VBD JJ NN , CD . CD JJ NN . ","NNP NNS IN NN NN NNS VBP RB VBN CC VBN IN JJ NNS , CC NNS IN NNP RB VBD DT NN IN DT NN , IN DT CD . CD JJ NN . "
"NNP NNP NNP NNP NNP NNP NNP NNP CC NN : NNP . NNP JJ CD JJ NNS CD . CD JJ NN VBD NN NNS IN CD NNS VBN NN POS NNS RB JJ CD CD JJ NN , NNS VBD . ","NNP NNP NNP NNP NNP NNP NNP NNP CC NN : NNP . NNP JJ CD JJ NNS IN CD . CD JJ NN VBD NN NNS IN IN CD NNS CC VBD DT NN POS NN NNS RP RB TO DT JJ IN CD IN CD JJ NN , NNS VBD . "
DT NNS RB VBD RB CD . ,DT NNS RB VBD RB TO CD . 
NNP VBD CD . CD JJ NN NN CD . ,NNP VBD DT CD . CD JJ NN NN IN CD . 
DT NN VBD NN VBG NNS VBG NN VBD NN VBN RB VBG VBG NNS VBG JJ NNS . ,DT NN VBD IN DT NN VBG DT NNS IN DT VBG NN VBD NN CC PRP VBD TO VB RB IN VBG VBG NNS CC VBG JJ NNS . 
"PRP VBD VBN NNP NNP , RB VBG NN NNP NNP CC NN : NNP . NNP NNP JJ JJ NN . ","PRP VBD IN PRP VBD VBN NNP NNP , RB VBG NN IN NNP NNP CC NN : NNP . NNP NNP IN PRP$ JJ JJ NN . "
NNS VBD NNP POS NNS CD . CD JJ NN CD . CD NN RB VBN JJS NN NNS CD . CD JJ NN . ,NNS VBD IN NNP POS JJ NNS IN CD . CD JJ NN IN CD . CD NN RB VBD VBN VBN DT NN IN NN NNS IN CD . CD JJ NN . 
"NN NNP NNP NNP VBD JJS NN NN , VBG CD . CD JJ CD . CD JJ CD . CD NN , NN NNP . NNP . NNP VBD CD . CD JJ CD . CD NN , NNP , CD . CD JJ CD . CD NN . ","NN IN NNP CC DT NNP NNP VBD DT JJS NN NN , VBG CD . CD NN TO CD . CD NN IN CD . CD NN , IN DT NN IN NNP . NNP . NNP VBD CD . CD NN TO CD . CD NN , CC NNP , CD . CD NN TO CD . CD NN . "
"NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP CC NN : NNP . NNP NNP , JJ NN NNP . NNP CD VBN NN , VBD VBN JJ NN CD NN NNS CD : IN JJ NNS VBD VBP NN CD NNS CD JJ NNS . ","NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP CC NN : NNP . NNP NNP , DT JJ NN IN DT NNP . NNP CD VBN NN , VBD PRP VBD DT JJ NN IN RB IN CD JJ NNS IN CD : IN JJ NNS VBD PRP VBP PRP TO VB CD NNS IN CD JJ NNS . "
"NNP POS NNP NN NN NNP NNP VBD NNP , NNP , CD CD JJ NN NNS VBG NNP , VBD NN NN NN NN RB JJ NN JJ NN NNP VBG JJ NN POS NN NN NNS . ","NNP POS JJ NNP NN NN NNP NNP VBD NNP , NNP , CD IN CD JJ NN NNS VBG IN NNP , VBD NN IN IN NN IN NN NN RB IN JJ NN CC DT JJ NN IN NNP VBG JJ NN POS JJ NN IN NN NNS . "
JJ NNS VBD JJ NNS NNP IN CD . ,JJ NNS VBP VBN VBN TO VB NNS IN NNP IN CD . 
"NNP NN NNS NNP VBD NN NNP POS JJ : NN NNS NNS NNS , VBD RBR NN , JJR NN NN NNS MD VB NN NN . ","NNP NN NNS IN NNP VBD NN TO NNP POS JJ JJ : NN NNS CC NNS NNS , TO VB VBN RB DT NN , CC JJR NN NN NNS MD VB NN DT NN . "
"NNP VBD CD , CD NNS RB CD , NNP VBD NN JJ NN VBN NN RBR JJ NN , VBD JJR NN NN IN CD NN NN . ","NNP VBD CD , CD NNS IN NNP IN CD , CC NNP VBD DT NN VBD RB DT NN IN IN JJ NN CC JJR JJ NN , VBN IN DT JJR NN NN IN IN CD NN DT NN . "
"RBR NN , NNP NNP NNP POS CC NN : NNP . NNP NNP NN VBD CC JJ NN NN JJ NNS VBP RB SYM : VBN NN NN . ","RBR DT NN , NNP NNP NNP POS NN CC NN : NNP . NNP NNP NN VBD TO VB JJ NN NN IN JJ NNS CC VB RB IN NN : VBN NN NN . "
NNP NNP NNP CD NNP NNP NNP JJ NN NN NN NN NN NNP . NNP . NNP VBD JJ JJ NNS NNP NNP NNP CC NN : NNP . NNP JJ CD . ,NNP NNP NNP CD NNP NNP NNP JJ NN IN DT NN NN IN NN CC DT NN IN DT NNP . NNP . NNP VBD JJ JJ NNS IN NNP NNP NNP CC NN : NNP . NNP NN IN CD . 
PRP VBD NN CD NNS VBD NN NN NNS CD . CD JJ NN NNS NNS NN IN JJ NN NN . ,PRP VBD IN DT NN IN DT CD NNS VBD TO DT NN IN NN NNS CC DT CD . CD JJ NN IN NNS CC NNS NN IN DT JJ NN IN NN . 
"NNP NNP , RB VBG VBG NN , VBD CD JJ NN NN NN , CD JJ NNS NNS VBP NN NN , VBN CD JJ NN NN NN CD . ","NNP NNP , WDT VBZ RB VBG DT NN NN , VBD DT CD NN NN JJ NN , IN CD JJ NNS IN NNS IN DT NN IN DT NN NN , VBN IN DT CD NN NN NN NN IN CD . "
"NNP NNP NNP NNP , NNP NNP CD NNP NNP NN NN NNS CD JJ NNS VBP NN CD JJ NNP NNS NN NNP NN NNP CD NNS NNS VBP JJ NN CD NN NNS NNS CD . CD CD NNS RB CD . CD CD VBN JJ NN JJ NNS VBP IN CD NNS NNP POS JJ NN NNP NNP NNP CC NN : NNP . NNP NNP . ","NNP NNP NNP NNP , NNP NNP CD NNP NNP NN IN JJ NNS CD JJ NNS VBP NN CD JJ NNP NNS IN NN IN NNP NN NNP CD NNS NNS VBP JJ NN CD NN NNS CC NNS CD . CD CD NNS RB CD . CD CD VBN JJ NN IN JJ NNS VBP IN CD NNS NNP POS NN JJ NN VBZ NNP NNP NNP CC NN : NNP . NNP NNP . "
"NNP NNP NNP NNP NNP , NNP NNP . NNP . ","NNP NNP NNP NNP NNP , NNP NNP . NNP . "
"NNP NNP NNP NNP ( NNP ) NNS NNP NNP NNP , IN NNP , VBD VBN RP NN NNP NNP NNP , NNP NN VBD . ","NNP NNP NNP NNP ( NNP ) NNS IN DT NNP NNP NNP , IN NNP , VBP VBD PRP VBP JJ TO VB DT NN IN DT NNP NNP NNP , DT NNP NN VBD . "
"PRP VBD VBG NNP NNS POS NNS NN , NNP JJ NN NN NNS NN . ","PRP VBD IN DT NN IN NNP NNS POS NNS RB NN , NNP NN TO VB PRP$ JJ NN TO PRP$ NNS NN . "
PRP VBD JJ NN VB NNS VBP . ,PRP VBD PRP VBD RB JJ NN TO VB DT NN CC VBD RB VB WRB . 
PRP VBD CD NNP NNS VBD NN . ,PRP VBD CD JJ NNP NNS VBD DT NN . 
"NNP NNP , NNS NNP NNP NNP , VBD NNS JJ NNP NN NN . ","NNP CC NNP , WDT VBP RB NNS IN DT NNP NNP NNP , VBD DT NNS TO DT JJ NNP NN IN NN . "
"NNP NNP NNP NNP IN NNP NNP . NNP . VB DT JJ NNP . NNP . NNP VBD NNP JJ NN VBG NNP . NNP . TO NN VBD NN NNS , IN NNS JJ NN VBD NNP NN . ","NNP NNP NNP NNP IN NNP NNP . NNP . VB DT JJ NNP . NNP . NNP VBD NNP VBZ JJ NN IN VBG DT NNP . NNP . TO NN VBD NN NNS , IN DT NNS IN DT JJ NN WDT VBD IN NNP NN . "
"NNP NNP , IN NNP NNP NNP NNP , VBD NN NN IN NNP POS NNS VBP JJ NN JJ NNS MD VB NNP . NNP . RB JJ NNS JJ NNS VBD , VBD : `` : PRP RB JJ NNS VBP NN VBD RP NN NN VBD . `` ","NNP NNP , IN NNP IN NNP IN NNP NNP , VBD VBN IN DT NN NN IN NNP POS NN NNS TO VB PRP$ JJ NN CC JJ PRP$ NNS MD VB DT NNP . NNP . RB TO VB NNS IN JJ NNS VBD , CC VBD : `` : PRP VBZ RB RB JJ IN DT NNS TO VB IN DT NN VBZ VBN RB CC TO VB DT NN PRP VBP VBN . `` "
"NNP VBD NNP . NNP . VBZ NNP VB NNS VB JJ NN VB NN NNS , VB NNS NNS RB JJ NN NNS . ","NNP VBD DT NNP . NNP . NNP NNP MD VB NNS TO VB PRP$ JJ NN CC VB NN IN NNS , VB NNS TO NNS CC VB JJ NN NNS . "
"`` EX JJ NNS NN NN NN , JJ NNS JJ NN JJ NNS NN VBP JJ NN JJ NNS , `` VBD . ","`` EX VBP JJ NNS IN DT NN IN DT NN NN , CC PRP VBP RB VB DT NNS TO VB NN IN JJ NNS IN NN WDT VBP TO VB IN NN CC JJ NNS , `` PRP VBD . "
"`` DT NN IN JJ NNS NNS VB ( NN ) NN IN NNP VBZ NN VB JJ NN , `` VBD . ","`` DT NN VBZ IN IN JJ NNS IN PRP$ NNS PRP MD VB DT ( NN ) NN CC IN NNP VBZ NN TO VB PRP IN JJ NN , `` PRP VBD . "
"NNP NNP NNP NNP NNP NNP NNP NNP VBD NNS VBD CD NNS NNP CD , CD NNP CD , CD NNP CD , NNP NNP NNP VBD . ","NNP NNP NNP NNP NNP NNP NNP NNP VBD NNS VBD TO CD NNS IN NNP IN CD , CD IN NNP CC CD , CD IN NNP CD , DT NNP NNPS NNP VBD . "
"DT NN NNP NNP NNP NNP , NN '' JJ NN , VBD JJ NN POS JJR NNS , VBD CD , CD NNS JJ NN CD , CD NNS JJ CD VBD VBG . ","DT NN IN NNP NNP NNP NNP , DT NN POS JJ NN NN , VBD DT NN TO DT NN POS NNS RBR NNS , WDT VBD CD , CD NNS IN DT JJ NN IN CD , CD NNS IN JJ CD WRB PRP VBD VBG . "
"DT NN VBD JJ NNS VBD NNP , NNP , NNP , NNP NNP , NNP NNP . ","DT NN VBD JJ NNS VBD NNP , NNP , DT NNPS , NNP NNP , NNP CC NNP . "
"NNP VBD CD , CD NNS CD NNS JJ NN , CD , CD NN RB . ","NNP VBD CD , CD NNS IN JJ NNS IN DT JJ NN , RB IN CD , CD DT NN RB . "
"NNP NNP NNP NNP NNP NNP : NNP VBP DT NN NN POS NNP NNP ( NNP ) JJ NN NN RB JJ NN JJ NN POS JJ NN CD , CD NNS JJS RB VB CD . CD JJ NN NNS ( NNP ) IN CD NN , NNS VBD . ","NNP NNP NNP NNP NNP NNP : NNP VBP DT NN IN NN POS JJ JJ NNP ( NNP ) JJ NN NN VBZ RB JJ TO VB IN JJ NN POS JJ JJ NN IN CD , CD NNS IN DT JJS RB NN IN CD . CD JJ NN NNS ( NNP ) IN CD NN , NNS VBD . "
"DT VBD VBN NN MD RB JJR , IN CD , CD NNS , VBD JJ NN JJ NN . ","DT VBD PRP VBD DT NN MD RB VB JJR , IN IN CD , CD NNS , CC VBD TO VB DT NN IN DT JJ NN . "
"JJ NN , JJ NNP VBD CD , CD NNS JJ NN NNS VBG JJ NNS . ","JJ NN , DT JJ NNP VBD CD , CD NNS IN NN IN NN IN NNS VBG RB JJ NNS . "
"DT MD VBG NN NN POS NN , VBD . ","DT MD VB DT VBG NN IN NN POS NN NN , PRP VBD . "
"NNP NNP NNP NNP NNP NNP : NN NNP NNP VBD VBG NN NNP NN CD , CD NNS JJ NN NN NNP , NNS VBD . ","NNP NNP NNP NNP NNP NNP : NN NNP NNP VBZ VBN DT NN NN IN NNP IN DT NN IN CD , CD NNS IN JJ NN IN NN IN NNP , NNS VBD . "
"NNP : NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP CC NN : NNP . NNP NNP VBD JJ JJ NNS VBD NNS NNPS POS JJS NN NN NN NNP NNP NNP CC NN : NNP . NNP NNP , JJ NN NN VBZ NNS VBD NNP . ","NNP : NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP CC NN : NNP . NNP NNP VBZ VBN JJ JJ JJ NNS IN JJ NNS IN DT NNPS POS JJS NN CC NN NN NNP NNP NNP CC NN : NNP . NNP NNP , DT NN IN DT NN NN WDT VBZ DT NNS VBD NNP . "
"NNP NNP , NNP NNP NNP JJ NNP ( NNP ) , VBD NNP : NNP VBD NN JJ NN CD NN `` NNP `` NNS NNP NNP . ","NNP NNP , NNP IN DT NNP NNP IN JJ NNP ( NNP ) , VBD NNP : NNP VBD VBN DT NN PRP VBD JJ IN VBG CD NN `` NNP `` NNS IN NNP NNP . "
PRP VB VBN NN . ,PRP VBD RB VB DT VBN NN . 
NNP VBD JJ NN NNP NNP POS NNP NNP NNPS NNP VBD CD NN IN NN `` IN `` NNS . ,NNP VBD JJ NN NNP NNP POS NN NNP NNP NNPS NNP VBD VBN CD NN IN NN IN DT `` NNP `` NNS . 
NNP VBD NNP NNP NN NN NNP NNP NNP RB VBD JJ NN CD . CD NN VBD NNS . ,NNP VBD NNP NNP NN NN NNP CC NNP NNP VBD RBR VBD PRP VBD JJ IN VBG DT CD . CD NN VBD NNS . 
"PRP VBD NNP JJ NN NNPS NNP NNP CC NN : NNP . NNP NNP , NNP : VBN NN NN , RB NN `` IN `` NNS . ","PRP VBD NNP JJ NN NNPS NNP NNP CC NN : NNP . NNP NNP , DT NNP : VBN NN NN , VBD RB VBN IN DT `` NNP `` NNS . "
"DT NNP NNP NNP NNP JJ NN VBD NN JJ NN NN NNP NNP VBG CC NN : NNP NNPS NNP NNP , NNP NN VBD CD NN CC NN : NNP NNP NNP NNP , VBG NNP NN NN NN JJ NN CD . CD JJ NNS . ","DT NNP NNP NNP NNP JJ NN VBD DT NN IN JJ NN NN NNP NNP IN VBG IN CC VBD : NNP NNPS NNP NNP , DT JJ NN VBD CD NN IN CC NN : NNP NNP NNP NNP , VBD VBG DT NNP NN IN NN TO VB DT JJ NN IN CD . CD JJ NNS . "
"NNP : NNP JJ NN VBD CD JJ NN NN VB CC NN : NNP NNP NNP NNP NNP , NNP NNP VBD NN CD . CD NN VBD CC NN : NNP NNP NNP NNP , NNP NNP NNP NN . ","NNP : NNP JJ NN VBD DT CD NN NN NN TO VB CC NN : NNP NNP NNP NNP NNP , DT NNP NNP VBD NN WDT VBZ CD . CD NN VBN IN CC NN : NNP NNP NNP NNP , DT NNP NNP NNP NN . "
DT NNS VBD JJ NNP CD NNS VBD MD VB NNS NN . ,DT NNS VBD IN JJ NNP IN DT CD NNS VBD PRP MD RB VB IN DT NNS IN DT NN . 
"NNP NNP : NN NNP NNP JJ NNS VBG JJ NN NNS VBP NN RB NNP NNPS JJ NNS , NNS VBD . ","NNP NNP : NN NNP NNP JJ NNS VBP VBG IN JJ NN NNS VBP NN RB IN DT NNP NNPS CC JJ JJ NNS , NNS VBD . "
"JJ JJ : NN NN NNS , JJ NN NN RB JJ NN VBP JJ NN NN NNS JJ CD NNS , RB JJ NNP . NNP . NNS , NNS VBD NNPS VBD . ","JJ JJ : NN NN NNS , DT JJ NN NN CC DT RB JJ NN VBP DT JJ NN IN JJ NNS IN DT JJ CD NNS , RB IN JJ CC NNP . NNP . NNS , NNS VBN IN NNP VBD . "
"NN NNS VBP NN NNS VBP NN VBD NNP , NNP NNP VB JJ NNP . NNP . JJ NNS , VBD . ","NN NNS VBP NN NNS TO VB PRP$ NN IN CC VBP VBN IN NNP , NNP CC NNP IN PRP VBP IN JJ NNP . NNP . JJ NNS , PRP VBD . "
"DT CD NN NN NN VBD CD : NN NNS NNS JJ NN , NN NN NNS CD : NN JJ NN CD . CD NNP . NNP . NNP VBD NN . ","DT CD NN NN NN IN JJ CD : NN NNS NNS IN DT JJ NN , NN NN NNS CC DT CD : NN JJ IN DT NN IN CD . CD NNP . NNP . NNP DT VBD DT NN . "
"JJ NNS JJS JJ NN NN JJ , NNS VBD VBN RB JJ NNS NNP NNP NNPS . ","JJ NNS IN DT JJS NN IN NN NN VBP RB JJ , CC NNS VBD PRP VBD RB JJ NNS IN NNP CC DT NNP NNPS . "
`` DT NNS VBD NNS NNS VBG '' NNS . ,`` DT NNS VBP VBN NNS IN NNS VBG IN CC PRP VBP '' NN VBP WP TO VB IN PRP . 
"DT VBG NN JJ NN NNS JJ NN NN , `` NNP NNP NNP NNP NN NNP NNP VBD . ","DT IN DT VBZ VBG RP RB IN DT NN IN JJ NN NNS CC JJ NN NN , `` NNP NNP NNP NNP NN NNP NNP VBD . "
"`` EX '' NN NN '' , `` NNP VBD . ","`` EX VBZ DT '' NN TO NN '' , `` NNP VBD . "
"`` NNP MD VB ( JJ ) NN , '' JJ NNS POS NN VBD NN . `` ","`` NNP MD RB VB IN DT JJS ( JJ ) NN , CC RB NNS POS NNS RB JJ JJ NNS WRB PRP '' JJ VBP TO VB PRP$ NN . `` "
"DT JJR JJ NN RB VBG NNS VBG NN VBG NN NN NNP . NNP . NNP , NNS VBD . ","DT JJR JJ NN VBD RB VBG NNS VBG NN IN DT JJ NN IN DT NN IN DT NNP . NNP . NNP , NNS VBD . "
"`` PRP '' VBG JJ NN RB NNP . NNP . WRB NNS MD VB NN NNP . NNP . NNP , `` NNP NNP NNP NNP JJ NN NNP NNP VBD . ","`` PRP '' VBP VBG DT RBR JJ NN IN RB DT NNP . NNP . WRB DT NNS MD VB VBN IN DT NN IN DT NNP . NNP . NNP , `` NNP NNP NNP NNP JJ NN NNP NNP VBD . "
`` WRB VB NN NNP NN JJ NN VBZ JJ . `` ,`` WRB RB VB DT NN IN NNP WRB NN VBZ JJ CC DT NN VBZ JJ . `` 
"CC VBG JJ JJ JJ NN VBZ NN JJ NN , VBD . ","CC VBG DT NN IN RBR JJ JJ NN VBZ IN NN JJ NN , PRP VBD . "
"`` PRP JJ NNS VBP NN NN NN , `` NNP VBD , VBG IN NNS MD RB VB NN '' VBN JJ JJ NN NNP CD . ","`` PRP MD RB VB IN NNS VBP NN IN DT NN IN DT NN , `` NNP VBD , VBG IN JJ NNS MD RB VB DT NN POS NN VBD JJ JJ NN IN NNP CD . "
"IN JJ JJ NNS NNS VBG NN JJ RB , NN NNS MD RB VB NN : RB JJ , RB VBD JJ JJ NNS JJ NN VBD JJ NN NNS , NNS VBD . ","IN JJ TO VB IN NNS CC JJ NNS VBG NN JJ RB , NN NNS MD RB IN RB VBZ DT NN : RB DT NNPS , WP VBD RB VBN IN DT JJ IN JJ NNS IN DT JJ NN CC JJ NNS IN NN NNS , NNS VBD . "
`` PRP VBP JJ NN . ,`` PRP MD VB RB JJ NN . 
"IN NN VBN , NN '' VBN JJ RB , CD MD VB JJ NN , `` NNP VBD . ","IN NN VBD RB TO VB VBN , IN DT NN NN '' NN VBN JJ RB , CD MD VB DT JJ NN , `` NNP VBD . "
"IN NNS JJ VBP NNP VB JJ JJ NNS VBP CD CD NNS JJ NN JJ JJ NN NN , NNS VBD . ","IN NNS VBP JJ TO VB NNP VB JJ JJ NNS TO VB PRP$ CD CD NNS JJ NN CC JJ JJ NN NN , NNS VBD . "
"`` PRP VBG PRP VBP NN PRP VBP MD VB VB NN , `` NNP VBD . ","`` PRP VBP VBG PRP DT NN IN DT NN CC PRP VBP PRP MD VB TO VB DT NN RB , `` NNP VBD . "
NNP NNP NN RB VBD JJ NN NN NNP VBP VBN JJ NNS JJ NN NNS . ,NNP NNP NN VBZ RB VBN DT JJ NN IN NN IN NNP CC DT NN TO VB JJ NNS IN JJ NN NNS . 
NNP NNP NNP NNP JJ NN VBD JJ VBG NN NNS NN NN VBD NNS MD VB `` NNS VBP `` JJ NN JJ NNS . ,NNP NNP NNP NNP JJ NN VBD DT NN IN VBG DT NN IN DT NN IN NN NN WRB PRP VBD NNS MD RB VB PRP$ `` VB RP DT NN `` IN IN DT JJ NN IN JJ NNS . 
NNS VBD JJ NNP NNP VBD RB JJ NNS VB JJ NN IN NN CD CD NNS . ,NNS VBD PRP VBD DT NNP NNP VBD VBN RB IN JJ NNS TO VB DT JJ NN IN DT NN IN CD TO CD NNS . 
"RB NN JJ NNP . NNP . NNP , JJ NN RB VBZ RB CD NNS VBD : VBN NN JJ CD NNS . ","RB IN PRP$ NN IN DT JJ NNP . NNP . NNP , DT JJ NN VBZ RB VBN RB CD NN IN DT NN : JJ NN IN DT JJ CD NNS . "
IN NN RB VBD NN VBG JJ NN NN . ,RB NN VBZ RB VBN DT NN IN DT NN JJ NN NN . 
